Id,Nombre,Descripcion,Estado
601.0,hombre,estilo urbano cómodo para el uso diario,activo
603.0,formal,calzado elegante y formal para ocasiones especiales,inactivo
605.0,hombre,diseños femeninos con estilo y confort,activo
606.0,niños,estilo urbano cómodo para el uso diario,activo
607.0,casual,calzado y ropa diseñada para actividad física y deporte,activo
609.0,casual,diseños femeninos con estilo y confort,activo
611.0,casual,calzado elegante y formal para ocasiones especiales,activo
612.0,hombre,opciones resistentes y cómodas para niños,activo
613.0,casual,modelos pensados para hombres con ajuste masculino,inactivo
614.0,hombre,diseños femeninos con estilo y confort,inactivo
615.0,formal,estilo urbano cómodo para el uso diario,inactivo
616.0,casual,estilo urbano cómodo para el uso diario,activo
617.0,niños,opciones resistentes y cómodas para niños,activo
618.0,formal,opciones resistentes y cómodas para niños,inactivo
619.0,hombre,calzado elegante y formal para ocasiones especiales,activo
620.0,formal,calzado y ropa diseñada para actividad física y deporte,activo
622.0,deportivo,diseños femeninos con estilo y confort,inactivo
625.0,deportivo,opciones resistentes y cómodas para niños,activo
627.0,mujer,estilo urbano cómodo para el uso diario,inactivo
628.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
629.0,mujer,diseños femeninos con estilo y confort,activo
631.0,formal,diseños femeninos con estilo y confort,inactivo
632.0,mujer,opciones resistentes y cómodas para niños,activo
633.0,mujer,calzado elegante y formal para ocasiones especiales,inactivo
634.0,hombre,opciones resistentes y cómodas para niños,inactivo
635.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
636.0,casual,calzado y ropa diseñada para actividad física y deporte,activo
638.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
640.0,mujer,opciones resistentes y cómodas para niños,inactivo
641.0,hombre,opciones resistentes y cómodas para niños,activo
642.0,formal,calzado y ropa diseñada para actividad física y deporte,inactivo
643.0,deportivo,calzado elegante y formal para ocasiones especiales,inactivo
645.0,deportivo,estilo urbano cómodo para el uso diario,inactivo
646.0,niños,calzado y ropa diseñada para actividad física y deporte,activo
647.0,casual,diseños femeninos con estilo y confort,activo
648.0,formal,calzado elegante y formal para ocasiones especiales,activo
649.0,formal,calzado y ropa diseñada para actividad física y deporte,activo
650.0,hombre,modelos pensados para hombres con ajuste masculino,activo
652.0,casual,estilo urbano cómodo para el uso diario,inactivo
653.0,casual,diseños femeninos con estilo y confort,inactivo
654.0,mujer,calzado elegante y formal para ocasiones especiales,activo
655.0,deportivo,estilo urbano cómodo para el uso diario,inactivo
656.0,formal,diseños femeninos con estilo y confort,inactivo
657.0,formal,diseños femeninos con estilo y confort,inactivo
658.0,hombre,calzado elegante y formal para ocasiones especiales,activo
659.0,hombre,diseños femeninos con estilo y confort,inactivo
660.0,casual,modelos pensados para hombres con ajuste masculino,inactivo
661.0,deportivo,estilo urbano cómodo para el uso diario,activo
662.0,deportivo,estilo urbano cómodo para el uso diario,inactivo
663.0,deportivo,calzado elegante y formal para ocasiones especiales,inactivo
664.0,mujer,calzado elegante y formal para ocasiones especiales,activo
665.0,deportivo,opciones resistentes y cómodas para niños,activo
666.0,niños,calzado y ropa diseñada para actividad física y deporte,inactivo
667.0,deportivo,opciones resistentes y cómodas para niños,activo
668.0,deportivo,opciones resistentes y cómodas para niños,activo
669.0,casual,opciones resistentes y cómodas para niños,inactivo
670.0,deportivo,diseños femeninos con estilo y confort,activo
671.0,casual,opciones resistentes y cómodas para niños,inactivo
672.0,formal,calzado elegante y formal para ocasiones especiales,activo
673.0,casual,estilo urbano cómodo para el uso diario,activo
674.0,casual,calzado y ropa diseñada para actividad física y deporte,inactivo
675.0,mujer,diseños femeninos con estilo y confort,activo
676.0,formal,opciones resistentes y cómodas para niños,activo
677.0,niños,opciones resistentes y cómodas para niños,inactivo
678.0,deportivo,calzado elegante y formal para ocasiones especiales,inactivo
681.0,casual,opciones resistentes y cómodas para niños,activo
682.0,niños,diseños femeninos con estilo y confort,activo
684.0,hombre,diseños femeninos con estilo y confort,activo
685.0,hombre,estilo urbano cómodo para el uso diario,activo
686.0,mujer,opciones resistentes y cómodas para niños,inactivo
687.0,formal,estilo urbano cómodo para el uso diario,inactivo
688.0,hombre,opciones resistentes y cómodas para niños,activo
689.0,deportivo,calzado elegante y formal para ocasiones especiales,inactivo
690.0,niños,estilo urbano cómodo para el uso diario,inactivo
691.0,hombre,estilo urbano cómodo para el uso diario,activo
693.0,hombre,calzado elegante y formal para ocasiones especiales,inactivo
694.0,formal,diseños femeninos con estilo y confort,activo
695.0,mujer,modelos pensados para hombres con ajuste masculino,activo
696.0,hombre,modelos pensados para hombres con ajuste masculino,activo
697.0,niños,calzado y ropa diseñada para actividad física y deporte,inactivo
698.0,hombre,diseños femeninos con estilo y confort,activo
699.0,niños,modelos pensados para hombres con ajuste masculino,activo
700.0,deportivo,calzado elegante y formal para ocasiones especiales,inactivo
702.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
704.0,casual,calzado elegante y formal para ocasiones especiales,activo
705.0,deportivo,modelos pensados para hombres con ajuste masculino,inactivo
706.0,formal,estilo urbano cómodo para el uso diario,inactivo
707.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
708.0,formal,calzado y ropa diseñada para actividad física y deporte,activo
711.0,formal,calzado elegante y formal para ocasiones especiales,activo
713.0,mujer,calzado y ropa diseñada para actividad física y deporte,activo
714.0,hombre,diseños femeninos con estilo y confort,activo
715.0,deportivo,opciones resistentes y cómodas para niños,activo
716.0,casual,modelos pensados para hombres con ajuste masculino,activo
718.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
719.0,casual,estilo urbano cómodo para el uso diario,activo
720.0,formal,diseños femeninos con estilo y confort,activo
721.0,hombre,diseños femeninos con estilo y confort,activo
722.0,deportivo,calzado y ropa diseñada para actividad física y deporte,inactivo
723.0,formal,opciones resistentes y cómodas para niños,inactivo
724.0,hombre,estilo urbano cómodo para el uso diario,activo
726.0,hombre,calzado elegante y formal para ocasiones especiales,inactivo
727.0,mujer,calzado elegante y formal para ocasiones especiales,inactivo
728.0,niños,diseños femeninos con estilo y confort,inactivo
729.0,niños,calzado y ropa diseñada para actividad física y deporte,inactivo
731.0,mujer,calzado elegante y formal para ocasiones especiales,activo
732.0,niños,estilo urbano cómodo para el uso diario,inactivo
735.0,formal,modelos pensados para hombres con ajuste masculino,activo
736.0,casual,diseños femeninos con estilo y confort,inactivo
738.0,casual,diseños femeninos con estilo y confort,activo
739.0,mujer,modelos pensados para hombres con ajuste masculino,activo
740.0,formal,opciones resistentes y cómodas para niños,activo
741.0,mujer,estilo urbano cómodo para el uso diario,inactivo
742.0,mujer,modelos pensados para hombres con ajuste masculino,activo
743.0,deportivo,diseños femeninos con estilo y confort,activo
745.0,formal,diseños femeninos con estilo y confort,inactivo
746.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
747.0,hombre,estilo urbano cómodo para el uso diario,activo
750.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
751.0,casual,calzado y ropa diseñada para actividad física y deporte,inactivo
752.0,mujer,estilo urbano cómodo para el uso diario,activo
753.0,hombre,diseños femeninos con estilo y confort,activo
754.0,casual,estilo urbano cómodo para el uso diario,inactivo
755.0,formal,opciones resistentes y cómodas para niños,inactivo
756.0,deportivo,calzado y ropa diseñada para actividad física y deporte,inactivo
757.0,deportivo,opciones resistentes y cómodas para niños,activo
758.0,niños,modelos pensados para hombres con ajuste masculino,activo
759.0,hombre,modelos pensados para hombres con ajuste masculino,activo
760.0,niños,opciones resistentes y cómodas para niños,activo
761.0,mujer,calzado elegante y formal para ocasiones especiales,inactivo
762.0,hombre,estilo urbano cómodo para el uso diario,inactivo
763.0,casual,modelos pensados para hombres con ajuste masculino,activo
764.0,casual,modelos pensados para hombres con ajuste masculino,activo
766.0,niños,opciones resistentes y cómodas para niños,inactivo
768.0,mujer,calzado elegante y formal para ocasiones especiales,inactivo
769.0,mujer,opciones resistentes y cómodas para niños,inactivo
770.0,casual,diseños femeninos con estilo y confort,inactivo
773.0,mujer,diseños femeninos con estilo y confort,inactivo
774.0,formal,estilo urbano cómodo para el uso diario,inactivo
776.0,mujer,opciones resistentes y cómodas para niños,inactivo
778.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
779.0,formal,calzado y ropa diseñada para actividad física y deporte,activo
780.0,mujer,opciones resistentes y cómodas para niños,inactivo
781.0,mujer,opciones resistentes y cómodas para niños,inactivo
782.0,deportivo,calzado elegante y formal para ocasiones especiales,activo
783.0,hombre,calzado y ropa diseñada para actividad física y deporte,inactivo
784.0,formal,calzado y ropa diseñada para actividad física y deporte,activo
786.0,deportivo,diseños femeninos con estilo y confort,inactivo
787.0,formal,modelos pensados para hombres con ajuste masculino,inactivo
788.0,formal,diseños femeninos con estilo y confort,activo
789.0,formal,calzado y ropa diseñada para actividad física y deporte,inactivo
790.0,hombre,opciones resistentes y cómodas para niños,inactivo
794.0,hombre,opciones resistentes y cómodas para niños,inactivo
795.0,casual,modelos pensados para hombres con ajuste masculino,activo
797.0,hombre,opciones resistentes y cómodas para niños,inactivo
798.0,deportivo,calzado y ropa diseñada para actividad física y deporte,inactivo
800.0,casual,opciones resistentes y cómodas para niños,inactivo
802.0,hombre,calzado elegante y formal para ocasiones especiales,inactivo
803.0,niños,diseños femeninos con estilo y confort,inactivo
805.0,deportivo,diseños femeninos con estilo y confort,inactivo
806.0,deportivo,opciones resistentes y cómodas para niños,activo
807.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
808.0,hombre,opciones resistentes y cómodas para niños,inactivo
809.0,deportivo,diseños femeninos con estilo y confort,activo
810.0,deportivo,calzado y ropa diseñada para actividad física y deporte,inactivo
811.0,casual,opciones resistentes y cómodas para niños,inactivo
812.0,hombre,modelos pensados para hombres con ajuste masculino,inactivo
813.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
815.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
816.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
817.0,niños,diseños femeninos con estilo y confort,activo
818.0,niños,calzado y ropa diseñada para actividad física y deporte,activo
819.0,casual,opciones resistentes y cómodas para niños,activo
821.0,formal,estilo urbano cómodo para el uso diario,inactivo
822.0,niños,opciones resistentes y cómodas para niños,inactivo
823.0,deportivo,diseños femeninos con estilo y confort,inactivo
826.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
827.0,niños,diseños femeninos con estilo y confort,activo
830.0,casual,diseños femeninos con estilo y confort,inactivo
831.0,deportivo,estilo urbano cómodo para el uso diario,inactivo
832.0,niños,calzado elegante y formal para ocasiones especiales,inactivo
833.0,hombre,estilo urbano cómodo para el uso diario,activo
835.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
836.0,casual,modelos pensados para hombres con ajuste masculino,inactivo
838.0,mujer,estilo urbano cómodo para el uso diario,activo
839.0,mujer,calzado y ropa diseñada para actividad física y deporte,activo
840.0,niños,estilo urbano cómodo para el uso diario,inactivo
841.0,hombre,diseños femeninos con estilo y confort,activo
842.0,mujer,calzado elegante y formal para ocasiones especiales,activo
843.0,formal,modelos pensados para hombres con ajuste masculino,activo
844.0,formal,estilo urbano cómodo para el uso diario,inactivo
845.0,hombre,estilo urbano cómodo para el uso diario,inactivo
846.0,niños,modelos pensados para hombres con ajuste masculino,activo
847.0,casual,diseños femeninos con estilo y confort,activo
848.0,mujer,calzado y ropa diseñada para actividad física y deporte,activo
849.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
851.0,casual,modelos pensados para hombres con ajuste masculino,inactivo
852.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
854.0,mujer,diseños femeninos con estilo y confort,inactivo
855.0,casual,estilo urbano cómodo para el uso diario,activo
856.0,formal,opciones resistentes y cómodas para niños,inactivo
858.0,casual,estilo urbano cómodo para el uso diario,inactivo
859.0,niños,estilo urbano cómodo para el uso diario,activo
860.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
861.0,casual,calzado elegante y formal para ocasiones especiales,activo
862.0,hombre,calzado elegante y formal para ocasiones especiales,activo
863.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
864.0,niños,calzado elegante y formal para ocasiones especiales,inactivo
865.0,mujer,calzado elegante y formal para ocasiones especiales,activo
866.0,hombre,estilo urbano cómodo para el uso diario,inactivo
868.0,formal,calzado y ropa diseñada para actividad física y deporte,inactivo
871.0,formal,diseños femeninos con estilo y confort,activo
872.0,hombre,modelos pensados para hombres con ajuste masculino,activo
873.0,mujer,estilo urbano cómodo para el uso diario,activo
874.0,niños,modelos pensados para hombres con ajuste masculino,activo
876.0,mujer,opciones resistentes y cómodas para niños,activo
877.0,casual,calzado elegante y formal para ocasiones especiales,inactivo
878.0,formal,modelos pensados para hombres con ajuste masculino,inactivo
879.0,casual,modelos pensados para hombres con ajuste masculino,inactivo
880.0,hombre,calzado elegante y formal para ocasiones especiales,activo
882.0,hombre,opciones resistentes y cómodas para niños,activo
883.0,formal,diseños femeninos con estilo y confort,activo
884.0,deportivo,diseños femeninos con estilo y confort,activo
885.0,mujer,calzado y ropa diseñada para actividad física y deporte,activo
886.0,hombre,opciones resistentes y cómodas para niños,inactivo
887.0,hombre,diseños femeninos con estilo y confort,inactivo
888.0,deportivo,estilo urbano cómodo para el uso diario,activo
889.0,casual,calzado elegante y formal para ocasiones especiales,inactivo
891.0,hombre,calzado y ropa diseñada para actividad física y deporte,inactivo
892.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
893.0,deportivo,modelos pensados para hombres con ajuste masculino,activo
894.0,formal,opciones resistentes y cómodas para niños,activo
895.0,niños,modelos pensados para hombres con ajuste masculino,activo
896.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
897.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
898.0,mujer,calzado y ropa diseñada para actividad física y deporte,activo
899.0,mujer,modelos pensados para hombres con ajuste masculino,activo
900.0,formal,calzado elegante y formal para ocasiones especiales,inactivo
901.0,formal,calzado y ropa diseñada para actividad física y deporte,activo
902.0,casual,calzado elegante y formal para ocasiones especiales,inactivo
903.0,deportivo,modelos pensados para hombres con ajuste masculino,inactivo
904.0,niños,calzado y ropa diseñada para actividad física y deporte,activo
905.0,mujer,opciones resistentes y cómodas para niños,inactivo
907.0,mujer,calzado y ropa diseñada para actividad física y deporte,activo
909.0,formal,opciones resistentes y cómodas para niños,activo
910.0,casual,diseños femeninos con estilo y confort,inactivo
911.0,niños,diseños femeninos con estilo y confort,activo
912.0,formal,diseños femeninos con estilo y confort,activo
913.0,niños,estilo urbano cómodo para el uso diario,activo
914.0,niños,modelos pensados para hombres con ajuste masculino,activo
915.0,deportivo,estilo urbano cómodo para el uso diario,activo
916.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
917.0,deportivo,estilo urbano cómodo para el uso diario,activo
919.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
920.0,formal,estilo urbano cómodo para el uso diario,activo
922.0,niños,estilo urbano cómodo para el uso diario,inactivo
923.0,mujer,opciones resistentes y cómodas para niños,activo
924.0,formal,diseños femeninos con estilo y confort,inactivo
925.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
927.0,niños,estilo urbano cómodo para el uso diario,inactivo
930.0,formal,calzado elegante y formal para ocasiones especiales,inactivo
931.0,formal,estilo urbano cómodo para el uso diario,inactivo
932.0,casual,diseños femeninos con estilo y confort,activo
935.0,deportivo,calzado y ropa diseñada para actividad física y deporte,activo
936.0,niños,modelos pensados para hombres con ajuste masculino,inactivo
937.0,niños,modelos pensados para hombres con ajuste masculino,inactivo
938.0,hombre,diseños femeninos con estilo y confort,inactivo
940.0,formal,diseños femeninos con estilo y confort,inactivo
941.0,mujer,calzado elegante y formal para ocasiones especiales,activo
942.0,casual,calzado y ropa diseñada para actividad física y deporte,activo
943.0,formal,estilo urbano cómodo para el uso diario,inactivo
946.0,formal,modelos pensados para hombres con ajuste masculino,activo
948.0,formal,calzado elegante y formal para ocasiones especiales,activo
949.0,hombre,estilo urbano cómodo para el uso diario,activo
951.0,mujer,modelos pensados para hombres con ajuste masculino,activo
954.0,formal,modelos pensados para hombres con ajuste masculino,activo
955.0,deportivo,diseños femeninos con estilo y confort,activo
956.0,mujer,estilo urbano cómodo para el uso diario,activo
957.0,casual,calzado y ropa diseñada para actividad física y deporte,activo
958.0,hombre,calzado elegante y formal para ocasiones especiales,inactivo
959.0,casual,modelos pensados para hombres con ajuste masculino,activo
960.0,mujer,opciones resistentes y cómodas para niños,inactivo
961.0,deportivo,estilo urbano cómodo para el uso diario,activo
962.0,formal,diseños femeninos con estilo y confort,activo
963.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
964.0,deportivo,modelos pensados para hombres con ajuste masculino,inactivo
965.0,mujer,calzado y ropa diseñada para actividad física y deporte,inactivo
966.0,casual,calzado y ropa diseñada para actividad física y deporte,inactivo
967.0,casual,calzado y ropa diseñada para actividad física y deporte,activo
968.0,hombre,calzado elegante y formal para ocasiones especiales,inactivo
969.0,niños,diseños femeninos con estilo y confort,inactivo
970.0,mujer,estilo urbano cómodo para el uso diario,activo
971.0,deportivo,diseños femeninos con estilo y confort,activo
972.0,formal,calzado y ropa diseñada para actividad física y deporte,inactivo
973.0,formal,calzado elegante y formal para ocasiones especiales,inactivo
975.0,formal,calzado elegante y formal para ocasiones especiales,activo
976.0,niños,estilo urbano cómodo para el uso diario,activo
977.0,formal,diseños femeninos con estilo y confort,activo
978.0,hombre,calzado y ropa diseñada para actividad física y deporte,activo
979.0,mujer,modelos pensados para hombres con ajuste masculino,inactivo
980.0,niños,diseños femeninos con estilo y confort,activo
982.0,mujer,estilo urbano cómodo para el uso diario,activo
983.0,deportivo,calzado y ropa diseñada para actividad física y deporte,inactivo
984.0,hombre,opciones resistentes y cómodas para niños,inactivo
985.0,formal,opciones resistentes y cómodas para niños,activo
986.0,casual,diseños femeninos con estilo y confort,inactivo
987.0,niños,calzado elegante y formal para ocasiones especiales,inactivo
988.0,casual,diseños femeninos con estilo y confort,inactivo
989.0,mujer,calzado elegante y formal para ocasiones especiales,inactivo
990.0,formal,estilo urbano cómodo para el uso diario,inactivo
991.0,formal,diseños femeninos con estilo y confort,activo
992.0,deportivo,diseños femeninos con estilo y confort,activo
993.0,niños,diseños femeninos con estilo y confort,inactivo
994.0,casual,calzado elegante y formal para ocasiones especiales,inactivo
995.0,formal,estilo urbano cómodo para el uso diario,activo
998.0,formal,diseños femeninos con estilo y confort,activo
1000.0,deportivo,opciones resistentes y cómodas para niños,inactivo
